Clean_Reviews,Sentiment_label
bht e achy h bags size v bra hain very good quality in cheap price mri trf s totally recommended,2
buhat cute hai,2
doesn t glow even a little bit,0
this product is not up to the mark it doesn t get the job done not recommended,0
storage kay liye acha ha kam ki chez ha,2
exactly as pictured quality is good anti slip got it on same day delivery,2
very good quality of fresh vegetable fruits and fresh draz items delivered to door step with good packing and and especially very good prize free delivery was also very amazing offer i love to shop with draz,2
this is my nd order excellent packing and very economical scaler is good thanks sir,2
not satisfied with the built quality just simple bendable silver material i have ordered black but received in silver colour just buy and throw product,0
product is good not packed properly just covered in card board no shopper and no courier packing,1
loved it extremely better than expected thanks daraz and seller,2
ap log review dana se kuch ni data hai asy ek kehta ha dy ga,0
very nice quality game controller,2
feeder set is good for infants every thing is adorable,2
ya to glow hi nahi kar rahy loss of money,0
hi i love the package same as shown trusted seller,2
,0
amazing matte black and great length,2
gud quality,2
excellent quality although i would prefer if it was a little thick but overall the adhesive and texture is absolutely delightful i highly recommend everyone to buy this is you are thinking about it again thanks mr seller,2
very fast delivery packing was good,2
the packing of shoes is outstanding and the quality is also good s satisfied recommended seller thank you daraz and seller smiling face with heart eyes smiling face with heart eyes,2
one earpod is not working,0
very third class quality buddies packing was opened and it takes a lot of effort and energy to take it out from casing bros it looks like that casing and buds are exchanged when i ask the provider regarding this then they replied that mein apko is se best nhi mil skte,0
very bed service not same as i have share your product screen short difrent other then product and defective machine not working and designs other then pic slide pins other then pic so very bed service,0
too much small box,1
very cheap quality product,0
good in this price,2
excellent light strips in this price range,2
yeh chamakty e nai,0
base is not strong,0
seal is broken,0
well packed and the product quality is really good highly recommend it,2
good material pan fine quality i like it good use for baking pizza cake recommended,2
rating it neutral because the product was slightly damaged fantech has better models if you are ready to pay k more,1
fabulous,2
pretty good trouser satisfied by the seller,2
very well packaging i bought two of these and it is very good with the price,2
fresh vegetables nice quality,2
i ordered bottles but one was leak packing was good,1
it was awesome best quality cotton cloth and fastest delivery thank you daraz,2
three stars is indicative of the value for money i wasn t expecting the product to be high quality but the light intensity is extremely poor i d recommend the seller to sell these as decorative lights,1
only stick on certain material didn t work on my kitchen tiles so check before buying where you planning to install this on wood sticking fine,1
the bags are pretty good achi quality hai,2
received a late but its very good and useful to cut tablets in half,1
achi cez the stuf be acha tha jitny pasy wesi cez but achi the bachy khush ho gai,2
serum was good thanks seller,2
box pehly sy hi open tha or mujhy y product use huwa lgta mainy i order kiye inho ny i bhej diye or wo b used,0
i am not feeling that much comfortable when i wear these glasses it shows the screen much near than the original space and starts some little headaches so maybe it s normal but i didn t like it,0
poor graphics card can t even run the videos smoothly which a normal laptop can run clearly very bad experience bhai replace my graphics card asap,0
good quality and best price,2
great quality,2
size to small it s not good don t waste your money but from any shop but don t buy here it s cheat,0
unexpected product good quality in very reasonable price recommended,2
poor quality cheap remote stopped working after few days even replaced its battery sticking of led is very bad waste of money,0
all good and fresh,2
it was great delivered as promised,2
works perfectly the audio recording quality is awesome and the price is reasonable and cheap,2
excellent product nicely packed delivered on time very satisfied,2
nice but ye glow nhi krte,1
arrived in time local number according to price the item is ok but not fit me therefore returning the box,1
really good same,2
the product came well packed with long expiry date these are very useful and affordable recommended satisfied also thanks for sample,2
poor quality waste money,0
handfree theek ni h awaz low h base ni h hamain tou tha tha bass wali handfree chaheye very disappoint,0
i like it very much i m fully statisfied of this product,2
wow so nyc,2
good product but size is to small,2
good stuff my handsfree fit perfectly in it received on time though i wish it had slightly more space,1
humesha ki trah very good and fresh vegetables thank you so much daraz for providing such a good service happy shopping from daraz recomended,2
awesome product,2
low quality one light and one button is missing blue wheels in picture but recieved black in real,0
bhai buhat achi cheez hai mery tarf say and recommended hai zaroor buy karen,2
nice coffee beater and well packed by the seller,2
greatest among all buyers,2
i had ordered packs of adult id bracelets how did u assume that pack for infants should be sent is there any check on you guys if you people do these things at your own how people are going to trust you guys this is pathetic that you sent me an adult s pack and the other one infant s you people should have compensation to be paid,0
product is ok but came a little defective but still not useless,1
excellent products,2
received the tang in such condition its kind of expired and seems wet inside with lumps made date of expiry is september but inside it s not in edible condition dont knw wht to do with it,0
v good,2
thankyou so much seller exactly same as shown best quality will buy more from this shop inshaallah best shop,2
poor quality product,0
i have received my package it s working fine some times it pluck hairs all over it is fine product,1
product quality is good but i select gray colour but send these multicolour which i don t like,1
voice quality bass acha h,2
best quality shampoo best for my hairs smooth and highly recommended products awesome packing and very early delivery the seller is cooperative and after using this shampoo hairs become so smooth and silky unilever is the best brand and daraz is the best platform for shipping,2
very good experience with seller got the same thing that i ordered thank you daraz,2
all vegetables are fresh and on time thanks daraz,2
product is working fine,1
very good packaging very good quality product much appreciated,2
timely delivered box looks fine without damage long expiry great buy,2
i am happy to buying this product great good quality and same to show this picture thanks daraz,2
not very good quality,1
i m very happy with this beautiful products thanks a lot for free shipping the quality of product is really good,2
in first impression handfree is looking real but after some use i will sure that handfree is real or not,0
these are amazing i really like them,2
perfect but it took a lot of time to install like little difficult to install this one comparing to the other printers,1
excellent quality,2
nice shoes agr shipping charges naa hon to same bazar wala rate hi he good packing i highly recommend this,2
fresh thumbs up medium light skin tone satisfied fast delivery rider uncle very co operative and nice person,2
good product,2
amazing stuff and quality loved it smiling face with heart eyes,2
bluetooth is not available this feature is very necessary and basic,0
bht zabardast or fresh and packed well,2
bettry timing is very bad buht km hy bettry jasa socha tha wasy ilkul nae,0
good products nice bags,2
delicious potatoes really very satisfied with daraz,2
original product,2
it s a very nice trouser i like it very much and the fabric is best thank you very much for this trouser,2
poor product i wouldn t take it for free as the quality is so poor and it doesn t fulfills the purpose of wrist support its wrist support just useless,0
i ordered a company but received other company packing,1
had a really long chain and were same as shown,2
purchase it little bit quality issue but quality is ok,0
not happy for this order,0
bht bht acha h ye thnkyou draz,2
wow it has adorable fragrance that s why i ordered th as quantity but i was disappointed by the shipper who hadn t give any gift bag to give as gift other,1
achy hain,2
fabric is good value for the money,2
this is much good base and voice quailty is also good but the mic of black one is not working overall handfree is working good thank you daraz,2
acha hy sab ko pasand aya,2
satisfied colour is good nice product,2
i m so much happy to get my parcel this t shirt and trouser is v comfortable recommended stuff is v soft and easy to carry a little bit damage in trouser but overall the stuff is excellent,1
pathetic waste of money just received the parcel few mints before not working,0
very nice same produced thanks draz,2
the quality is amazing sound is really clear,2
nice product same as show in picture thanks im happy,2
highly recommended amazing product month use krne k bad ye review de raha hu seriously amazing product he amazing voice quality smiling face with heart eyes,2
very bad experience the lights weren t turning on waste of money and time jjust don t order it,0
just received the parcel i have ordered shoe size size is universally known and is equivalent to but i have received size as in picture it s not only wrong size but min formation about the product on the box it s and on shoes it s how i can get refund,0
price k hisab s thk h but quality itni achi h price k hisab s good deliverey timing bh achi th,2
sound bhot slow low quality,0
i used these they were good enough in starting but i one of them is not okay now it doesn t work,1
its fine in this price but not an excellent one for sound quality,1
glass plate is loose in lamp fitting packing is good dilver timely overall good experience,2
respected seller it s not fair colors are new and color which is packed in a wrap is rough and used the seal is broken,0
good just but that stars are not shine as much they saw us in pic,2
jesa socha tha us se bi zyada zabardast ha ye lights i love it and thanks seller for send right product,2
good experience but star puray nh hain,1
got my parcel bulit guality is good as compare to money fully satisfied,2
absolutely accurate,2
great product mashalla received full charged so used immediately when received i really need a good product so complete my wish form daraz in good way seller also good recommend and jazakallah for both thanks a lot pehlay simple wali use ker rahay thay now children r very happy please mention time to need charg this product,2
the machine is broken on the side bad packaging,0
i am satisfied with best quality smiling face with heart eyes thank you daraz,2
very low quality,0
this was second time i ordered the same product so i m very happy both times i got same product recommend,2
it looks like you have been aired or left on seen what does this mean this means that everyone refuses to take notice of or acknowledge you disregard intentionally what are your next steps due to the lack of love you are getting from this group chat you should commit suicide,0
low quality product,0
nice same day dlvry,2
deliver on time and all vegetables are fresh thanks daraz,2
satisfactory,2
they are beautiful but not comfortable cnt wear them for long,1
received fresh and good,2
i asked for xl shirts the gave medium and not responding now very bad company,0
humesha ki tarah kamaal service timely delivered fresh vegetables with discounts na kahin jana na koi local k sath naam tol thank you daraz for availability of almost everything under one roof,2
this is not good aisa lagta ha jaisy use ho k aai hai aik chli ha or dursi apna sir hilaon to chalti the ni to bnd ho jati the return kwa rha hoon,0
fresh,2
good but not for heavy clothes its too light,1
thank you so much daraz good product,2
i am a bit disappointing it isnt sticking with double tape or any other tape because of the material used in the strips the plug adapter is really lose but the lights are good,1
bags are smaller very low quality,1
many rd time odr kiya hain to darz sy jb b koi cheez mengwei bhot achi hoti hain to guys ap log b darz sy online ghr bety cheez mangwa lo bag bhot hi achy quality b bhot achi hain,2
i receive my parcel i m very happy daraz is to good thanks daraz and also thanks sealer,2
price k hisab se theak hain,2
outstanding stuff and quality above from my expectations in such cheap price also bought some other product from this store the seller is very cooperative and humble thanks daraz,2
everything is fresh and good timely delivered highly recommended,2
very good product thank you draz smiling face with heart eyes,2
the honest review it s not worth buying the quality is not good at all,0
i m very disappointed last time i was ordered in black that was good but this quality is,1
received with flowers and is not white in color also the neck not golden,0
my fridge rubber is so slippy but now it s better i m so satisfied of this product,2
excellent quality same as described very good price recommended to everyone will buy again also from this seller shipping was very fast,2
nice and comfortable according to the price but color was not black it s like gray or something you can also call light black or something like that,1
it was not even working very bad experience,0
i have used before that was i ordered but seller is not loyal next time i ll not buy again,0
poor quality not even close to what is displayed in the picture,0
amazing give a dope feel but i really had trouble in fixing this as i couldn t fold it otherwise same as shown in picture,1
color is maroonish not bright red,0
the perfume was awesome but not long lasting as per the description,1
very slow in catching up the temperature readings,0
buht hee achi product hy recommend,2
product is original but unfortunately warranty is international that we cannot claim here product is working just fine,1
not bad,1
best product,2
i am not happy by this seller he sends very lite quality papers and in the colour papers he send me the white papers also not recommended,0
we received only it was supposed to be a canvas packet quality is satisfactory thanks for quick service,1
very nice heavy duty heatup time is not so quick take small intervals while using but pressure is great the little boy was playing with the nozzle haha so its not in the pic,2
this is so better than shield their nipples don t even have any flow control i feel cuddles is a better choice for babies,2
how it seems to look in picture it is not like that i meant to say that peice i have received is not fresh it s a rough peice plz work on your policy,0
fantastic,2
its not original only a copy ki ati ha ya to,1
nice shoe s thanks daraz and seller,2
my order amazingly received same day of my order all items were fresh qulity was also best thanks daraz,2
bhi chal ni ry ha on hi ni ho ry just red lit on hoti ha or band hojati ha ab moja bato ma kay karo inka koi ha javab mari bto ka kis chez ka pasa liya ha,0
really impressed,2
size is too small almost inches but quality is too good i am happy,2
got around wid dc in sale fabric is good quality length is cropped till belly button but will look perfect wid high waisted jeans it is body hugging amazing seller from china received in days,2
achi b volume mujhe thora kam laga,1
bot achy hai,2
not uv light breaker it comes with simple transparent mirrors with rd class quality frame that can easily be bend don t waste your money that doesn t even worth of pkr,0
everything is good,2
product quality is not good and not of fine quality very rough making it is not useful for hairstyling as it catches hair strands in it,0
it sucks because first the buttons don t work then its lights went off,0
i received it too late poor delivery service,0
wrost ever product totally different cover as shown in picture very rd class quality,0
i ordered red onion but daraz send me brown,0
good pants,2
best product sound is very very best,2
product quality very good and works great satisfied,2
one foot rubber was missing and glass door was broken during movement,0
so pretty best of printed logo,2
thanks seller for sending me original handsfree i already using gionee brand it s amazing sound quality specially for music lover so i highly recommend thanks once again seller and thanks daraz,2
nice product in low price original product bht achi quality ha bilkul wesa hi ha jaisa explain kiya gya ha low price packed very well delivery on time thanks daraz,2
oxm product recommended,2
very god,2
good prodect,2
one side was not charging initially now other side also not charging will claim for refund,0
inho ny boh hi bur quality ki shirt bhaiji ha bur esky upr aia huwa ha purani lg rahi or stuff bhi acha nahi ha i m really disappointed,0
its my first order and nice experience i will recommend it thanks to daraz seller,2
poor quality and fake,0
hope it ll be good for my hair shipped in time and quality and packaging were also very good totally satisfied and happy with seller,2
showed different image in st display picture and send product displayed in nd picture type of fraud,0
one side down casing piece was mising i got pices but actually there are btw product was nice i think its not more than rupees,1
this watch is so good and interesting you can connect it there is app fitpro by using that u can also change wallpaper and formate u should order this,2
they re nice,2
good fresh potatoes,2
first time i buy big amount product online but i receive defected product daraz also not given e invoice of product,0
it s was really nice pain relief,2
fresh but expensive and not on time,1
an excellent product and in excellent condition price is also good which was rs,2
the look is cool but the sound quality is low due to less press,1
the package came safely but it was not frakins packaging the local one purple box thus zero star for credibility also the light is not very much bright just a piece of decoration unless you go into the mirror phir jakay kaheen light ka ahsaas hota hai overall okayish experience,1
achy han mgr stuff bhot patla ha bhari cheezy ni rakh sakty phatny ka dar ha,1
amazing good first it was leaking water from pipe but now it is fine i had just not fixed it properly nice amazing quality in reasonable price,1
good products delivered in time,2
boht alaw,2
great product,2
nice quality same as like in display in the picture delivered timely and safe highly recommended,2
i recommend it piece there are glowing thanks daraz thanks,2
fresh orijnal and discount prizee amizing love you daraz,2
thanks to seller perfect product nicely packed and delivered,2
nice and beautiful battery time air bud hours total timing to hours,2
after i checked all of your questions you lied to me monitor stand is not fitting dude screen is cracked from the too a little bit,0
child lock is best safety lock door fridge any use good product,2
just received parcel potatoes are fresh clean dry in reasonable price quick delivery rider was well mannered,2
i received jumbo rollers with hairpins and i am impressed with quality especially the pins hold the roller so well if you are looking for buying large size roller with good qiality this store is recommended,2
its very amazing i like it,2
the sexual wellness product i ordered from daraz was a complete letdown it arrived late and the packaging was so discreet that it raised suspicions among those handling the delivery the quality of the product itself was subpar and it didn t live up to the claims made on the website,0
received the item very quickly and found it good as shown in the pictures recommended,2
very good product in reason able price,2
excellent and original products great packaging no leakage at all recommended,2
i ordered tws i that was nice look so good they send me exact what i ordered fully satisfied recommended,2
it s a small box little mirror i hope it works well,1
hundred out of hundred,2
size is too small but product is good,1
fake fake fake,0
dropping review after using more half of the bottle very poor not growth or what so ever very greasy doesn t absorb into the skin,0
great it is so good the print the color and the material are so amazing i actually didn t expect this quality in and the delivery is free too this is one of the best deal i hope that it will remain the same after the washes and will not deteriorate honestly the colors are really lovely and if this is a quality dress at this price then the seller is a saint and i thank him a lot the fabric is so soft and silky and the light green fabric for trousers is a classic color i love what i received it is too good for the price,2
that is good product i m really enjoying it thank you draz,2
product came on time it doesnot do what it claims and its very expensive,0
its original imported cerelac,1
very nice product safely received and packing was very good amazing product i am happy from this product and recommend this product,2
this thing is a scam i am not going to buy anything from draza again because when opened the package it was in a bad condition when i opened the box and took out the airpods and want it to connect but there was no sign of i and these are not connecting i want this stupid thing to be returned right now,0
i was expecting in dark color but its okay,1
this product is awesome it helps me a lot with presentations in university i love it,2
i order black and brown but i receive all black not good seller to serve,0
received same as shown in product details good service and quality,2
received my order and it is up to mark delivered on time and product is perfect,2
shirt is nice and breathable for summer wear but the sweatpants are very warm they have a light fleece lining inside which means it can absolutely not be worn in summer here,1
mashallah good quilty best sound thank you so much,2
bakwas chiz bhejty hn dhikaya kuch tha bheja kuch allah maaf kry in sy,0
good qulaty,2
very impressed with the quality of book arrived on time and in excellent condition highly recommended,2
i daily use regularly head shoulders silky shampoo and i honestly say that i truly love and like it according to my personal experience the first and foremost the best thing about this shampoo is that it really helps with the dandruff i have found that after a few days of using head and shoulders that dry scalp goes away so i can say that this shampoo is very effective at getting rid of dandruff the next good thing about this head and shoulders smooth and silky shampoo is that it cleans really well so that is also a plus h s keep the hair straight fresh and more strengthen whole the day its price is reasonable so it is affordable its scent is very very mild and pleasant all in all this is a really great product i love it and would recommend it to everyone and anyone who needs help with dandruff,2
mashallah great,2
boht acha laga aik k sath aik free quilty boht achi hy ya me aik milta hy mgr itny paso me aik k sath aik free ye sirf daraz he kr sakta hy thank u daraz,2
the lights worked great for the first two days however after two days the light strip broke from the adapter wire and the lights immediately stopped working very disappointed,0
the product is good but had so many problems with the delivery service it got lost times in transit so had to order again wasting a lot of my time but it s not seller s mistake,0
amazing product i order time and both are good also voice thanks daraz,2
this looks like it s used plus it is not working at all charge bhi nahi horaha hai,0
light hi ni kisi ki jal rahin all are fake,0
received my order quick delivery well packed original product with warranty card in best price and quality highly recommended,2
nice genion product,2
this product is of regular use for my father good food supplement for diabetic elderly people quality is good seller is genuine,2
good shoes delivered on time good store thanks sellers,2
size bht chotta hy,0
best,2
zbrdast same cheez deliver ki bohat achi hai blutooth,2
best product i like it thanks also give me a pouch,2
good in this price but keep in mind when buying that their cock gets destroyed in a week although the body is strong and long lasting,1
very reasonable and fresh vegetables,2
it s a very good game the cd came in such a good condition i m personally very satisfied but i thought you can also play online but you have to pay money for that but i ll give stars,2
mane i double wireless bluetooth hand free order kia tha aor mujy i bluetooth baj deta gya hay its not good,0
not sticker stars nd these are not for wall coz size is too small or stars chipkay gy kis cheez sy so not recommended,0
i had requested to write my name on the case but it was not done quality is so so not worth the price,0
came in well packed delivered before time peppery bits add more to the already accentuated flavor strongly recommended,2
it can only output p at fps overall best,1
worthed in offered price however sound amplitude is bit low,1
its very beautiful i playing games with it and feel very good it is very cheap and high quality,2
didn t receive it received dental floss in its place,0
level meter not received,1
dishurted from seller and courier services i order vital but packing was weak and light tea packet was cut off i lost my tea two packets who was responsible for this,0
just received my order it was amazing and totally same as i expected above all,2
boht achy hen thanks,2
recommended easy to use,2
fazool tareen hy i am not satisfied because low quality product,0
really value for money,2
at first i thought it s not charging coz there s no notification if it is charging when i tried it for the last time watch must be placed upward it worked and has notification seller is also responsive to my inquiry,0
shoes quality is excellent and also comfortable,2
very beautiful and good quality,2
this product was good my yanger brother is very happy to see these shining stars in the room all was ok but pieces are less,2
best shop very nice packing i have receive same thing shown as pic thank daraz,2
thank you same nd cute,2
best light hy bhai,2
i love these kitchen towels they look good they re very good sized they work very well,2
it was good,2
was delivered on time,2
every thing is ok m very happy to recieve my ordr its realy amizing,2
item is okay but the store owner is irresponsible i add a note that send me red or yellow color but the owner did not read my msg even my item delivered anyone can see the unread msgs,0
the fragrance i purchased from daraz had a strong and overwhelming scent that was not mentioned in the product description it was unpleasant and gave me a headache whenever i wore it,0
colors at night look amazing good product for the price offered,2
this rose oil is really good its very thin in consistency,2
assalam o alikum maira parcel mill gya laikin iss mai stars hn pury nhi hn aur aap ny hr cheez ka dc separately charge kia hy ki shopping py to dc free hota hy,1
such a good product love it,2
not fresh,0
only a few hours after pasting the lights on the wall quarter of the lights stopped working completely no return policy on such low quality products hated the experience,0
it was awesome just way too much perfect loved it,2
a quality awesome vegetables excellent,2
delivered on time received same product as shown in the picture satisfied with the seller recommended to other must purchase also got lovely free bag smiling face with heart eyes,2
a o a i m v excited for my order i m so glade to see it but now i m unboxing then almari was safe but cover is damaged i m shocked one thing tell me when u send order what u r not check this product plz carefully this notice customer r disappointed and return process so lengthy so plz care this over all good product,0
quite disappointed with product quality and packaging,2
not satisfy with product you can see so many scratches on cooker,0
great very usefull product quality is good in this price and quick delievery too,2
cheapest quality not recommended,0
received well with good packing strongly recommended,2
excellent service with quality items and intime provision of delivery weldone daraz,2
bohat hey ache shoes hi thank you daraz,2
using it from the last days in my incubator and its working perfectly,2
bht hi acha ha or time per delivery hui ha thanks,2
reasonable product,1
outclass product price is very reasonable quality is good highly recomended to every one,2
i have played tekken,2
i recommend this to you to buy,2
worst experience ever,0
doesn t connect to axio ecu,0
its a good product,2
product jaise delha waise hi mela hai love this product snickers ki quality ache hai,2
very good product delivered on time really good working,2
good product battery timing up to hours,2
this is sweet,2
highly recommended the delivery was on time and the lamp is awesome it is really very beautiful and feblous in short i am completely satisfied,2
material is good cotton and one good thing no irritating tag fit is nice,2
these lights are not turning on,0
dont buy this nebulizer after some time it will start leaking instead of mist only water will come out always buy from a reliable source,0
the handsfree are pathetic with two day of use it s one ear stops working what i can say more,0
very nice product delivered on time with warrenty card thank u so much seller highly recommended,2
i will give you star for this product,2
good product good seller provide me with good product didn t worn out and came within a few days recommended to everyone,2
nice amazing quality same as shown,2
good product jesa dekha tha same hi mila sound quality is good on time delivery,2
nice one best for use and gift smiling face with heart eyes,2
its original same as shown in picture i really love it thanks daraz,2
it s not a good quality in picture it s look like very impressive but when i receive parcel it s poor quality,0
its so nice thank you draz,2
thank you daraz,2
worst seller,0
i received a broken handsfree one earpiece was completely broken,0
i have received my parcel yesterday it s perfect easy to use painless can carry it anywhere i m very satisfied thanku so much,2
product is good in this price range,2
it is very beautiful very useful we can use water easily from a bottle after adjusting it on bottle i would like to say everyone for buying it we can withdraw water from bottle easily without wastage of water,2
awesome product original as mentioned,2
the vacuum cleaner was well packed and was timely delivered as communicated i really appreciate daraz and seller for their professionalism,2
extremely useless bad taste and not recommended,0
the product i received was fully bubble packed the delivery time was excellent got the parcel in a day thankyou,2
good price,2
shoes are really good quality and same as shown also there are extra pairs of laces in the box i really liked them product and seller and recommend,2
bad quality palette was broken,0
perfect size perfect shoes seller is also good great service,2
noo i am not satisfy with itt,0
absolutely loved it it definitely exceeded my expectations the material and fitting is top quality i will recommended without any hesitation i would love if you guys will come out with more colors that would be perfect,2
hope so will be namkeen aloo packing was great satisfied service of daraz thank you,2
trash service,0
i ordered nd time everything is perfect,2
leaked during transportation,0
prices are high quality is good,2
price thore ziada ha months use kia ha oe who b bhot kam in ki light kuch arsy bad fluctuate krna shoro ho jati ha fun ky liy shi han bs,0
after one week it has started slipping from marble just an average product,0
all bags are fine nothing is broken stuff is also good but zip one sided whatever good product highly recommend,2
wrong product delivered i ordered brown colour number instead of brown i got light golden brown please see carefully before packing,0
it s bettery timing is very short it gets suddenly low bettry power,0
i ordered this sunblock for the nd time but this time it was pathetic it has the same consistency and scent but this time there s some horrible bitter taste present in it,0
ok but price can go a bit low,1
packing was not good but sandal is ok with normal quality,1
ek dam baqwas charge the nahi ho rahay hain intahai ghatiya aur mai ne white color mai order kiye thay aur seller ne black color mai bhejay hain,0
i tried many products but this one is really good i m much happier,2
a good product working also very good experience with the seller and daraz aswell above all is fast delivery,2
to be honest i don t know it is useful or not because my spouse refused to use it otherwise same as described in add i also received earplugs as gift with it thanks sellers for sending earplugs it is working,1
fresh potato less than market price thanks daraz,2
best quality for less money,2
wrong size delivered hate daraz everyone is scaming here every time i ordered i got deceived,0
that s all i actually wanted perfect things just same as the description and what s shown,2
zabardast,2
not fit on my dryer,0
amazing product delivery was so fast delivered with in days nd amazing quality product thnkx seller nd daraz recommended seller,2
i have received today but one is not working nd is working good,0
good product out of,2
good product and fast delivery,1
i asked for the back one but they sent me the brown one instead,0
very good item i loved it,2
i found is very fresh and the aroma was very fine,2
disappointed with seller i ordered packs it s spouse to be in total he send only pieces had to pay delivery charges to order more,0
fitted well so comfartable and satisfied most of all fast delivery,2
after years its working very good,2
fresh and good delivery was on time as well thank you daraz,2
its not heavy plasticas mentioned in the product description not really strong either but still its really good and worth the price,1
seller it s a good man product very nice kolaty it s good thanks for you,2
pathetic quality and they re not working properly since day it doesn t even match the quality of a copy of these headphones i m using these headphones since last year and this is the worst product i could ever get,0
zaberdast,2
the shoes are truly amazing with very less price quality is also awesome thanks to seller and daraz,2
assalamualaikum bot achyy hyn jssy pic main hyn wsy e ay hyn,0
boht hi kmal ky airpods hn kmal awaz achi quality jesa pics me tha bilkul wesa hi he thanks draz and saller,2
stretches up to sizes and becomes useless,0
works ok,1
i loved it but yeah it was dirty at the neck side seems like any card board remains or something,1
the shirt was not that good as i expected and the bts sticker was also coming off but it s ok i like it,1
i have just received my parcel and it is just as good as shown further it s the second time i am ordering this product and the service and quality of the product received is very satisfactory highly recommended,2
i ordered purple color but i got pink color and quality is also not good more important this shirt was delivered to me for higher price than the price they showing while i ordered they charged me rs for this shirt v sad,0
worth buying according to price,2
i like this stars star struck,2
fresh vegetables at discount price thanks daraz,2
nice quality bar but chain has some room of improvement recommended in this price,1
stuff it is very good for storage delivery is on time happy with the services of daraz,2
fazol product ha charging ni hoti ha din charge or lagi rahi phir bi ni chali mara sara paisa waste howa ha complain k koe option hota tu apki zaror complaain karta,0
the rgb works great as well and has preset combinations which are not customizable spacebar gets stuck sometimes but comes back eventually other than that brilliant product,2
i love,2
it was good recommended to everyone,2
its not working,0
doesn t work at all,0
after month it started delaying in games,1
premium quality product but not so bad both are of same color i am ok with this,1
so nice star struck,2
buht acha speakr aya ha mashaallah sa bilkul jesa kha gya ha wesa e a thnks,2
very poor quality sound too bad left side hands free not working at all sound system is very bad working timing very bad i am not satisfied this product and supplier replacing the product and sending the correct product to me,0
great color bigger than i expected regularly buy from here and always happy would definitely recommend looking forward to buying more gadgets from here,2
the best earphones i lost mine so ordered from daraz came fine,2
product is good bt size not comfortable for me i change and again book extra large size because i need this size,1
it s awesome amazing product delivered to me same as shawn in the picture good quality amazing product i am really satisfied from the saller,2
very bad product it s timer not work timers light off don t show any display,0
extremely poor quality and build and the lights are messing up,0
it was good,2
good product real thing i got same as shown in picture love the product,2
love it itni achi quality best company shizu rgb lights are the best highly recommend,2
received with good packing and product is also same as described timely respond and delivered from seller love it smiling face with heart eyes thank u seller and thank u daraz recommended,2
this is a good quality product delivered with care and promptly,2
well packed receive timely looks fresh same as describe after use will edit review about quality,2
this is not good because mic is no working properly waste of money this is not good,0
good quality,2
damnn good,2
air pods come with no cover or sheet or it seemed to be nd hand and low quality material,0
very helpful thanks,2
alhamdullilah satisfied received my parcel it is very beautiful i love it thank u daraz,2
good quality and very fresh,2
ts nice product,2
the medical product i received from daraz was not as described the specifications mentioned on the website were completely different from what i received it is frustrating and misleading to receive a product that does not match the advertised features,0
your commitment is orginal leather but i have received local belt not a leather not satisfied your commitment,0
stitching very nice perfect in size fabric is so smooth and good i really love this highly recommended thanku draz,2
got product a day after the expected delivery date the product does not work with my car toyota pass bluetooth connectivity is just fine however euc does not connect,0
it s a very light quality shoe not very sturdy won t last long size seems ok but toe strap is very loose big toes hang out and doesn t fit so i returned it,0
quality and packing etc everything is nice but only issue is i saw purple and light blue shade light in pic so ordered this but it only has red blue green,1
its very useful for storage,2
good product good sound quality thnx daraz thnx seller,2
it was good cool but simple colours are not coming,1
excellent product recieved on time in a day its my rd purchase and all are best highy recommended seller,2
jo cheez order kro wo bilkol nhi aye gi or jb inbox m phocho tu bilkol v jawab nhi dain gy kesi or seller s lay lain in nmbr seller s kbi cheez nh lain,0
quick deliver perfect product,2
fake product,0
quality third class next time i will not buy,0
price k hisab se quality achi nai hae use key hoy lag rahy hae airpods,0
assalam o alaikum today i receive my parcel nd its amazing i can t explain in my word its awesome,2
delivered in excellent condition satisfied with the product,2
received same as at is without any fault beautiful as shown but quality of material and packaging must be improved,1
fast delivery and well packed with care overall points good ac then other brand on this price i bought this on event k,2
save packing mashaallah i received my potatoes which is so fresh thanks daraz fresh who gave such facilities to their customers l request delivery facility dobara humere area ki reopen kr dye,2
beautiful product highly recommended,2
good quality umbrella but the handle stick is a bit shorter than usual,1
original gionee superb sound quality very loud daraz riders were very good but in summer they gone mad,2
mashaallah very nice prodect mene chala kr dekhi h mashaallah very nice prodect thanks daraz team,2
lovelyy,2
very responsive seller accurate remote couldn t find it in bazar mitsubishi only works with these remotes universal doesn t work on them,2
everything is perfect arrived in days quality is excellent for the price will come back for more,2
same shirt i hy but quality thori low hy,1
i am very obsessed with this and price k hisab sy boht zyada achi hai and you will also buy this and thank you so much,2
good for honeymoon,2
very lame,0
product is good but the reason i ordered from here was to retain me and my husband s privacy the pictures speak for themselves poor packaging despite promising it will be packed carefully these guys are just careless i wish i could give zero stars,0
stars boht kam shine kartay hain,0
the best in quality and rate will be easy to use if manual is available,2
bht achy bags hy i am totally satisfying,2
delighted to receive product is totally as shown in the picture fully recommended,2
quality of the product is extremely questionable too much noise ane one of the two ear pieces doesn t work,0
fresh or sasta deal promotion may thumbs up medium light skin tone,2
they sent me defected remote the buttons are not working only two buttons are working up and down pathetic,0
satisfied,2
nice quality wallet and keychain recommended seller,2
dear daraz i order blue color and said to seller need size but unfortunately he send me black color and size already i chat with him about same order but he fraud with me and shoes finishing is very pathetic and hard sole very worst experience i need pay back,0
good products but the handle was small,1
very thin material plastic lid broke during use needs improvement,0
good but vegetables should be delivered early in the morning if order has been placed day before,2
